"","X","text"
"8262",707,"who used to celebrate the new year by taking a plunge into the canal"
"8263",707,"who"
"8264",707,"just as naturally as I would set out to do some reading or writing"
"8265",707,"or to compose a speech"
"8266",707,"used to inaugurate the first of the year with a plunge into the Virgo aqueduct"
"8267",707,"have changed my allegiance"
"8268",707,"first to the Tiber"
"8269",707,"and then to my favourite tank"
"8270",707,"which is warmed only by the sun"
"8271",707,"at times when I am most robust and when there is not a flaw in my bodily processes. I have very little energy left for bathing. After the bath"
"8272",707,"some stale bread and breakfast without a table; no need to wash the hands after such a meal. Then comes a very short nap. You know my habit; I avail myself of a scanty bit of sleep"
"8273",707,"– unharnessing"
"8274",707,"as it were. For I am satisfied if I can just stop staying awake. Sometimes I know that I have slept; at other times"
"8275",707,"I have a mere suspicion."
"8276",708,"Lo"
"8277",708,"now the din of the Races sounds about me! My ears are smitten with sudden and general cheering. But this does not upset my thoughts or even break their continuity. I can endure an uproar with complete resignation. The medley of voices blended in one note sounds to me like the dashing of waves"
"8278",708,"or like the wind that lashes the tree-tops"
"8279",708,"or like any other sound which conveys no meaning."
"8280",709,"What is it"
"8281",709,"then"
"8282",709,"you ask"
"8283",709,"to which I have been giving my attention? I will tell you. A thought sticks in my mind"
"8284",709,"left over from yesterday"
"8285",709,"– namely"
"8286",709,"what men of the greatest sagacity have meant when they have offered the most trifling and intricate proofs for problems of the greatest importance"
"8287",709,"– proofs which may be true"
"8288",709,"but none the less resemble fallacies. Zeno"
"8289",709,"that greatest of men"
"8290",709,"the revered founder of our brave and holy school of philosophy"
"8291",709,"wishes to discourage us from drunkenness. Listen"
"8292",709,"then"
"8293",709,"to his arguments proving that the good man will not get drunk: ""No one entrusts a secret to a drunken man; but one will entrust a secret to a good man; therefore"
"8294",709,"the good man will not get drunk."" Mark how ridiculous Zeno is made when we set up a similar syllogism in contrast with his. There are many"
"8295",709,"but one will be enough: ""No one entrusts a secret to a man when he is asleep; but one entrusts a secret to a good man; therefore"
"8296",709,"the good man does not go to sleep."" Posidonius pleads the cause of our master Zeno in the only possible way; but it cannot"
"8297",709,"I hold"
"8298",709,"be pleaded even in this way. For Posidonius maintains that the word ""drunken"" is used in two ways"
"8299",709,"– in the one case of a man who is loaded with wine and has no control over himself; in the other"
"8300",709,"of a man who is accustomed to get drunk"
"8301",709,"and is a slave to the habit. Zeno"
"8302",709,"he says"
"8303",709,"meant the latter"
"8304",709,"– the man who is accustomed to get drunk"
"8305",709,"not the man who is drunk; and no one would entrust to this person any secret"
"8306",709,"for it might be blabbed out when the man was in his cups. This is a fallacy. For the first syllogism refers to him who is actually drunk and not to him who is about to get drunk. You will surely admit that there is a great difference between a man who is drunk and a drunkard. He who is actually drunk may be in this state for the first time and may not have the habit"
"8307",709,"while the drunkard is often free from drunkenness. I therefore interpret the word in its usual meaning"
"8308",709,"especially since the syllogism is set up by a man who makes a business of the careful use of words"
"8309",709,"and who weighs his language. Moreover"
"8310",709,"if this is what Zeno meant"
"8311",709,"and what he wished it to mean to us"
"8312",709,"he was trying to avail himself of an equivocal word in order to work in a fallacy; and no man ought to do this when truth is the object of inquiry."
"8313",710,"But let us admit"
"8314",710,"indeed"
"8315",710,"that he meant what Posidonius says; even so"
"8316",710,"the conclusion is false"
"8317",710,"– that secrets are not entrusted to an habitual drunkard. Think how many soldiers who are not always sober have been entrusted by a general or a captain or a centurion with messages which might not be divulged! With regard to the notorious plot to murder Gaius Caesar"
"8318",710,"– I mean the Caesar who conquered Pompey and got control of the state"
"8319",710,"– Tillius Cimber was trusted with it no less than Gaius Cassius. Now Cassius throughout his life drank water; while Tillius Cimber was a sot as well as a brawler. Cimber himself alluded to this fact"
"8320",710,"saying: ""I carry a master? I cannot carry my liquor!"" So let each one call to mind those who"
"8321",710,"to his knowledge"
"8322",710,"can be ill trusted with wine"
"8323",710,"but well trusted with the spoken word; and yet one case occurs to my mind"
"8324",710,"which I shall relate"
"8325",710,"lest it fall into oblivion. For life should be provided with conspicuous illustrations. Let us not always be harking back to the dim past."
"8326",711,"Lucius Piso"
"8327",711,"the Director of Public Safety at Rome"
"8328",711,"was drunk from the very time of his appointment. He used to spend the greater part of the night at banquets"
"8329",711,"and would sleep until noon. That was the way he spent his morning hours. Nevertheless"
"8330",711,"he applied himself most diligently to his official duties"
"8331",711,"which included the guardianship of the city. Even the sainted Augustus trusted him with secret orders when he placed him in command of Thrace. Piso conquered that country. Tiberius"
"8332",711,"too"
